market_scenario,Sim1_final_price,Sim1_final_node_count,INITIAL_NODE_COUNT,BASE_USD_DEMAND_GROWTH_RATE_MONTHLY,INITIAL_DRIA_PRICE_USD,MARKET_TREND_IMPACT_FACTOR,INITIAL_USD_CREDIT_PURCHASE_PER_MONTH,INITIAL_DRIA_PAYMENTS_FOR_SERVICES_PER_MONTH,SIMULATION_YEARS
Baseline,0.4828463537971842,17,1000,0.02,0.25,0.5,200000,200000,5
Baseline,0.4828463537971842,17,1000,0.02,0.25,0.5,200000,400000,5
Baseline,0.13167120080250794,17,1000,0.02,0.25,0.75,50000,100000,5
Baseline,6.5621518625610875,7,1000,0.02,0.25,0.5,200000,100000,10
Baseline,0.13167120080250794,17,1000,0.02,0.25,0.75,50000,200000,5
Baseline,6.5621518625610875,7,1000,0.02,0.25,0.5,200000,200000,10
Baseline,0.13167120080250794,17,1000,0.02,0.25,0.75,50000,400000,5
Baseline,6.5621518625610875,7,1000,0.02,0.25,0.5,200000,400000,10
Baseline,1.6937347224370958,7,1000,0.02,0.25,0.75,50000,100000,10
Baseline,1.6937347224370958,7,1000,0.02,0.25,0.75,50000,200000,10
Baseline,0.2516835575107084,17,1000,0.02,0.25,0.75,100000,200000,5
Baseline,1.6937347224370958,7,1000,0.02,0.25,0.75,50000,400000,10
Baseline,0.2516835575107084,17,1000,0.02,0.25,0.75,100000,400000,5
Baseline,0.2516835575107084,17,1000,0.02,0.25,0.75,100000,100000,5
Baseline,0.4917082709271093,17,1000,0.02,0.25,0.75,200000,100000,5
Baseline,3.386879317650123,7,1000,0.02,0.25,0.75,100000,100000,10
Baseline,3.386879317650123,7,1000,0.02,0.25,0.75,100000,200000,10
Baseline,3.386879317650123,7,1000,0.02,0.25,0.75,100000,400000,10
Baseline,0.4917082709271093,17,1000,0.02,0.25,0.75,200000,200000,5
Baseline,0.4917082709271093,17,1000,0.02,0.25,0.75,200000,400000,5
Baseline,6.773168508076176,7,1000,0.02,0.25,0.75,200000,100000,10
Baseline,6.773168508076176,7,1000,0.02,0.25,0.75,200000,200000,10
Baseline,0.13893272922336036,17,1000,0.02,0.5,0.25,50000,100000,5
Baseline,6.773168508076176,7,1000,0.02,0.25,0.75,200000,400000,10
Baseline,0.13893272922336036,17,1000,0.02,0.5,0.25,50000,200000,5
Baseline,0.13893272922336036,17,1000,0.02,0.5,0.25,50000,400000,5
Baseline,0.25454777025810577,17,1000,0.02,0.5,0.25,100000,100000,5
Baseline,1.5902826124695006,7,1000,0.02,0.5,0.25,50000,100000,10
Baseline,1.5902826124695006,7,1000,0.02,0.5,0.25,50000,200000,10
Baseline,0.25454777025810577,17,1000,0.02,0.5,0.25,100000,200000,5
Baseline,1.5902826124695006,7,1000,0.02,0.5,0.25,50000,400000,10
Baseline,0.25454777025810577,17,1000,0.02,0.5,0.25,100000,400000,5
Baseline,3.1793849704908617,7,1000,0.02,0.5,0.25,100000,100000,10
Baseline,3.1793849704908617,7,1000,0.02,0.5,0.25,100000,200000,10
Baseline,0.48577785232759646,17,1000,0.02,0.5,0.25,200000,100000,5
Baseline,0.48577785232759646,17,1000,0.02,0.5,0.25,200000,200000,5
Baseline,0.48577785232759646,17,1000,0.02,0.5,0.25,200000,400000,5
Baseline,3.1793849704908617,7,1000,0.02,0.5,0.25,100000,400000,10
Baseline,0.14111456561433416,17,1000,0.02,0.5,0.5,50000,100000,5
Baseline,6.357589686533585,7,1000,0.02,0.5,0.25,200000,100000,10
Baseline,0.14111456561433416,17,1000,0.02,0.5,0.5,50000,200000,5
Baseline,6.357589686533585,7,1000,0.02,0.5,0.25,200000,200000,10
Baseline,0.14111456561433416,17,1000,0.02,0.5,0.5,50000,400000,5
Baseline,1.6415706882823937,7,1000,0.02,0.5,0.5,50000,100000,10
Baseline,6.357589686533585,7,1000,0.02,0.5,0.25,200000,400000,10
Baseline,1.6415706882823937,7,1000,0.02,0.5,0.5,50000,200000,10
Baseline,0.2589114430400534,17,1000,0.02,0.5,0.5,100000,100000,5
Baseline,1.6415706882823937,7,1000,0.02,0.5,0.5,50000,400000,10
Baseline,0.2589114430400534,17,1000,0.02,0.5,0.5,100000,400000,5
Baseline,0.2589114430400534,17,1000,0.02,0.5,0.5,100000,200000,5
Baseline,0.4945051978914918,17,1000,0.02,0.5,0.5,200000,100000,5
Baseline,3.281961122116648,7,1000,0.02,0.5,0.5,100000,100000,10
Baseline,3.281961122116648,7,1000,0.02,0.5,0.5,100000,200000,10
Baseline,0.4945051978914918,17,1000,0.02,0.5,0.5,200000,200000,5
Baseline,3.281961122116648,7,1000,0.02,0.5,0.5,100000,400000,10
Baseline,0.4945051978914918,17,1000,0.02,0.5,0.5,200000,400000,5
Baseline,0.14333004489681542,17,1000,0.02,0.5,0.75,50000,100000,5
Baseline,0.14333004489681542,17,1000,0.02,0.5,0.75,50000,200000,5
Baseline,6.562741989785157,7,1000,0.02,0.5,0.5,200000,100000,10
Baseline,0.14333004489681542,17,1000,0.02,0.5,0.75,50000,400000,5
Baseline,6.562741989785157,7,1000,0.02,0.5,0.5,200000,400000,10
Baseline,6.562741989785157,7,1000,0.02,0.5,0.5,200000,200000,10
Baseline,1.694324849661166,7,1000,0.02,0.5,0.75,50000,100000,10
Baseline,0.2633424016050159,17,1000,0.02,0.5,0.75,100000,100000,5
Baseline,1.694324849661166,7,1000,0.02,0.5,0.75,50000,200000,10
Baseline,1.694324849661166,7,1000,0.02,0.5,0.75,50000,400000,10
Baseline,0.2633424016050159,17,1000,0.02,0.5,0.75,100000,200000,5
Baseline,0.2633424016050159,17,1000,0.02,0.5,0.75,100000,400000,5
Baseline,3.3874694448741915,7,1000,0.02,0.5,0.75,100000,100000,10
Baseline,0.5033671150214168,17,1000,0.02,0.5,0.75,200000,100000,5
Baseline,3.3874694448741915,7,1000,0.02,0.5,0.75,100000,200000,10
Baseline,0.5033671150214168,17,1000,0.02,0.5,0.75,200000,200000,5
Baseline,3.3874694448741915,7,1000,0.02,0.5,0.75,100000,400000,10
Baseline,0.5033671150214168,17,1000,0.02,0.5,0.75,200000,400000,5
Baseline,6.773758635300246,7,1000,0.02,0.5,0.75,200000,100000,10
Baseline,0.16225041741197532,17,1000,0.02,1.0,0.25,50000,100000,5
Baseline,6.773758635300246,7,1000,0.02,0.5,0.75,200000,400000,10
Baseline,6.773758635300246,7,1000,0.02,0.5,0.75,200000,200000,10
Baseline,0.16225041741197532,17,1000,0.02,1.0,0.25,50000,200000,5
Baseline,0.16225041741197532,17,1000,0.02,1.0,0.25,50000,400000,5
Baseline,0.2778654584467207,17,1000,0.02,1.0,0.25,100000,100000,5
Baseline,1.5914628669176396,7,1000,0.02,1.0,0.25,50000,100000,10
Baseline,0.2778654584467207,17,1000,0.02,1.0,0.25,100000,200000,5
Baseline,1.5914628669176396,7,1000,0.02,1.0,0.25,50000,200000,10
Baseline,1.5914628669176396,7,1000,0.02,1.0,0.25,50000,400000,10
Baseline,0.2778654584467207,17,1000,0.02,1.0,0.25,100000,400000,5
Baseline,0.5090955405162115,17,1000,0.02,1.0,0.25,200000,100000,5
Baseline,3.1805652249390013,7,1000,0.02,1.0,0.25,100000,100000,10
Baseline,3.1805652249390013,7,1000,0.02,1.0,0.25,100000,200000,10
Baseline,0.5090955405162115,17,1000,0.02,1.0,0.25,200000,200000,5
Baseline,3.1805652249390013,7,1000,0.02,1.0,0.25,100000,400000,10
Baseline,0.5090955405162115,17,1000,0.02,1.0,0.25,200000,400000,5
Baseline,0.16443225380294912,17,1000,0.02,1.0,0.5,50000,100000,5
Baseline,6.358769940981723,7,1000,0.02,1.0,0.25,200000,100000,10
Baseline,0.16443225380294912,17,1000,0.02,1.0,0.5,50000,200000,5
Baseline,0.16443225380294912,17,1000,0.02,1.0,0.5,50000,400000,5
Baseline,6.358769940981723,7,1000,0.02,1.0,0.25,200000,200000,10
Baseline,1.6427509427305325,7,1000,0.02,1.0,0.5,50000,100000,10
Baseline,0.28222913122866833,17,1000,0.02,1.0,0.5,100000,100000,5
Baseline,6.358769940981723,7,1000,0.02,1.0,0.25,200000,400000,10
Baseline,1.6427509427305325,7,1000,0.02,1.0,0.5,50000,200000,10
Baseline,0.28222913122866833,17,1000,0.02,1.0,0.5,100000,200000,5
Baseline,0.28222913122866833,17,1000,0.02,1.0,0.5,100000,400000,5
Baseline,1.6427509427305325,7,1000,0.02,1.0,0.5,50000,400000,10
Baseline,0.5178228860801068,17,1000,0.02,1.0,0.5,200000,100000,5
Baseline,3.2831413765647874,7,1000,0.02,1.0,0.5,100000,100000,10
Baseline,0.5178228860801068,17,1000,0.02,1.0,0.5,200000,200000,5
Baseline,3.2831413765647874,7,1000,0.02,1.0,0.5,100000,200000,10
Baseline,3.2831413765647874,7,1000,0.02,1.0,0.5,100000,400000,10
Baseline,0.5178228860801068,17,1000,0.02,1.0,0.5,200000,400000,5
Baseline,6.563922244233296,7,1000,0.02,1.0,0.5,200000,100000,10
Baseline,0.1666477330854303,17,1000,0.02,1.0,0.75,50000,100000,5
Baseline,0.1666477330854303,17,1000,0.02,1.0,0.75,50000,200000,5
Baseline,6.563922244233296,7,1000,0.02,1.0,0.5,200000,200000,10
Baseline,0.1666477330854303,17,1000,0.02,1.0,0.75,50000,400000,5
Baseline,6.563922244233296,7,1000,0.02,1.0,0.5,200000,400000,10
Baseline,1.6955051041093048,7,1000,0.02,1.0,0.75,50000,100000,10
Baseline,0.28666008979363083,17,1000,0.02,1.0,0.75,100000,100000,5
Baseline,1.6955051041093048,7,1000,0.02,1.0,0.75,50000,200000,10
Baseline,0.28666008979363083,17,1000,0.02,1.0,0.75,100000,200000,5
Baseline,0.28666008979363083,17,1000,0.02,1.0,0.75,100000,400000,5
Baseline,1.6955051041093048,7,1000,0.02,1.0,0.75,50000,400000,10
Baseline,3.388649699322332,7,1000,0.02,1.0,0.75,100000,100000,10
Baseline,0.5266848032100317,17,1000,0.02,1.0,0.75,200000,100000,5
Baseline,3.388649699322332,7,1000,0.02,1.0,0.75,100000,200000,10
Baseline,0.5266848032100317,17,1000,0.02,1.0,0.75,200000,200000,5
Baseline,3.388649699322332,7,1000,0.02,1.0,0.75,100000,400000,10
Baseline,0.5266848032100317,17,1000,0.02,1.0,0.75,200000,400000,5
Baseline,0.06211897847160823,79,5000,0.005,0.25,0.25,50000,100000,5
Baseline,0.06211897847160823,79,5000,0.005,0.25,0.25,50000,200000,5
Baseline,6.774938889748383,7,1000,0.02,1.0,0.75,200000,100000,10
Baseline,0.3135836455227404,7,5000,0.005,0.25,0.25,50000,100000,10
Baseline,0.06211897847160823,79,5000,0.005,0.25,0.25,50000,400000,5
Baseline,6.774938889748383,7,1000,0.02,1.0,0.75,200000,200000,10
Baseline,0.3135836455227404,7,5000,0.005,0.25,0.25,50000,400000,10
Baseline,0.3135836455227404,7,5000,0.005,0.25,0.25,50000,200000,10
Baseline,0.11257802607627684,79,5000,0.005,0.25,0.25,100000,100000,5
Baseline,0.11257802607627684,79,5000,0.005,0.25,0.25,100000,200000,5
Baseline,0.6265771983356311,7,5000,0.005,0.25,0.25,100000,100000,10
Baseline,0.11257802607627684,79,5000,0.005,0.25,0.25,100000,400000,5
Baseline,6.774938889748383,7,1000,0.02,1.0,0.75,200000,400000,10
Baseline,0.6265771983356311,7,5000,0.005,0.25,0.25,100000,200000,10
Baseline,0.21349612128561407,79,5000,0.005,0.25,0.25,200000,100000,5
Baseline,0.21349612128561407,79,5000,0.005,0.25,0.25,200000,200000,5
Baseline,0.6265771983356311,7,5000,0.005,0.25,0.25,100000,400000,10
Baseline,1.2525643039614123,7,5000,0.005,0.25,0.25,200000,100000,10
Baseline,0.21349612128561407,79,5000,0.005,0.25,0.25,200000,400000,5
Baseline,0.0623572945310065,79,5000,0.005,0.25,0.5,50000,100000,5
Baseline,1.2525643039614123,7,5000,0.005,0.25,0.25,200000,200000,10
Baseline,1.2525643039614123,7,5000,0.005,0.25,0.25,200000,400000,10
Baseline,0.0623572945310065,79,5000,0.005,0.25,0.5,50000,200000,5
Baseline,0.3160998003797892,7,5000,0.005,0.25,0.5,50000,100000,10
Baseline,0.0623572945310065,79,5000,0.005,0.25,0.5,50000,400000,5
Baseline,0.11305465819507336,79,5000,0.005,0.25,0.5,100000,100000,5
Baseline,0.3160998003797892,7,5000,0.005,0.25,0.5,50000,200000,10
Baseline,0.3160998003797892,7,5000,0.005,0.25,0.5,50000,400000,10
Baseline,0.11305465819507336,79,5000,0.005,0.25,0.5,100000,200000,5
Baseline,0.6316095080497286,7,5000,0.005,0.25,0.5,100000,100000,10
Baseline,0.11305465819507336,79,5000,0.005,0.25,0.5,100000,400000,5
Baseline,0.6316095080497286,7,5000,0.005,0.25,0.5,100000,200000,10
Baseline,0.21444938552320714,79,5000,0.005,0.25,0.5,200000,100000,5
Baseline,0.6316095080497286,7,5000,0.005,0.25,0.5,100000,400000,10
Baseline,0.21444938552320714,79,5000,0.005,0.25,0.5,200000,200000,5
Baseline,0.21444938552320714,79,5000,0.005,0.25,0.5,200000,400000,5
Baseline,1.2626289233896073,7,5000,0.005,0.25,0.5,200000,100000,10
Baseline,0.06259653882749708,79,5000,0.005,0.25,0.75,50000,100000,5
Baseline,1.2626289233896073,7,5000,0.005,0.25,0.5,200000,200000,10
Baseline,1.2626289233896073,7,5000,0.005,0.25,0.5,200000,400000,10
Baseline,0.06259653882749708,79,5000,0.005,0.25,0.75,50000,200000,5
Baseline,0.31863394461239175,7,5000,0.005,0.25,0.75,50000,100000,10
Baseline,0.06259653882749708,79,5000,0.005,0.25,0.75,50000,400000,5
Baseline,0.31863394461239175,7,5000,0.005,0.25,0.75,50000,200000,10
Baseline,0.11353314678805454,79,5000,0.005,0.25,0.75,100000,100000,5
Baseline,0.31863394461239175,7,5000,0.005,0.25,0.75,50000,400000,10
Baseline,0.11353314678805454,79,5000,0.005,0.25,0.75,100000,200000,5
Baseline,0.11353314678805454,79,5000,0.005,0.25,0.75,100000,400000,5
Baseline,0.636677796514934,7,5000,0.005,0.25,0.75,100000,100000,10
Baseline,0.636677796514934,7,5000,0.005,0.25,0.75,100000,200000,10
Baseline,0.21540636270916944,79,5000,0.005,0.25,0.75,200000,100000,5
Baseline,0.636677796514934,7,5000,0.005,0.25,0.75,100000,400000,10
Baseline,0.21540636270916944,79,5000,0.005,0.25,0.75,200000,200000,5
Baseline,1.2727655003200176,7,5000,0.005,0.25,0.75,200000,100000,10
Baseline,0.21540636270916944,79,5000,0.005,0.25,0.75,200000,400000,5
Baseline,1.2727655003200176,7,5000,0.005,0.25,0.75,200000,200000,10
Baseline,1.2727655003200176,7,5000,0.005,0.25,0.75,200000,400000,10
Baseline,0.07377890933854786,79,5000,0.005,0.5,0.25,50000,100000,5
Baseline,0.07377890933854786,79,5000,0.005,0.5,0.25,50000,200000,5
Baseline,0.07377890933854786,79,5000,0.005,0.5,0.25,50000,400000,5
Baseline,0.3141737382325903,7,5000,0.005,0.5,0.25,50000,100000,10
Baseline,0.12423795694321646,79,5000,0.005,0.5,0.25,100000,100000,5
Baseline,0.3141737382325903,7,5000,0.005,0.5,0.25,50000,200000,10
Baseline,0.12423795694321646,79,5000,0.005,0.5,0.25,100000,200000,5
Baseline,0.3141737382325903,7,5000,0.005,0.5,0.25,50000,400000,10
Baseline,0.6271672910454807,7,5000,0.005,0.5,0.25,100000,100000,10
Baseline,0.12423795694321646,79,5000,0.005,0.5,0.25,100000,400000,5
Baseline,0.6271672910454807,7,5000,0.005,0.5,0.25,100000,200000,10
Baseline,0.2251560521525537,79,5000,0.005,0.5,0.25,200000,100000,5
Baseline,0.6271672910454807,7,5000,0.005,0.5,0.25,100000,400000,10
Baseline,0.2251560521525537,79,5000,0.005,0.5,0.25,200000,200000,5
Baseline,1.2531543966712622,7,5000,0.005,0.5,0.25,200000,100000,10
Baseline,0.2251560521525537,79,5000,0.005,0.5,0.25,200000,400000,5
Baseline,1.2531543966712622,7,5000,0.005,0.5,0.25,200000,200000,10
Baseline,0.07401722539794615,79,5000,0.005,0.5,0.5,50000,100000,5
Baseline,0.07401722539794615,79,5000,0.005,0.5,0.5,50000,200000,5
Baseline,1.2531543966712622,7,5000,0.005,0.5,0.25,200000,400000,10
Baseline,0.07401722539794615,79,5000,0.005,0.5,0.5,50000,400000,5
Baseline,0.31668989308963913,7,5000,0.005,0.5,0.5,50000,100000,10
Baseline,0.31668989308963913,7,5000,0.005,0.5,0.5,50000,200000,10
Baseline,0.124714589062013,79,5000,0.005,0.5,0.5,100000,100000,5
Baseline,0.31668989308963913,7,5000,0.005,0.5,0.5,50000,400000,10
Baseline,0.124714589062013,79,5000,0.005,0.5,0.5,100000,200000,5
Baseline,0.6321996007595784,7,5000,0.005,0.5,0.5,100000,100000,10
Baseline,0.124714589062013,79,5000,0.005,0.5,0.5,100000,400000,5
Baseline,0.22610931639014673,79,5000,0.005,0.5,0.5,200000,100000,5
Baseline,0.6321996007595784,7,5000,0.005,0.5,0.5,100000,200000,10
Baseline,0.6321996007595784,7,5000,0.005,0.5,0.5,100000,400000,10
Baseline,0.22610931639014673,79,5000,0.005,0.5,0.5,200000,200000,5
Baseline,0.22610931639014673,79,5000,0.005,0.5,0.5,200000,400000,5
Baseline,1.2632190160994572,7,5000,0.005,0.5,0.5,200000,100000,10
Baseline,0.07425646969443671,79,5000,0.005,0.5,0.75,50000,100000,5
Baseline,1.2632190160994572,7,5000,0.005,0.5,0.5,200000,200000,10
Baseline,0.07425646969443671,79,5000,0.005,0.5,0.75,50000,200000,5
Baseline,1.2632190160994572,7,5000,0.005,0.5,0.5,200000,400000,10
Baseline,0.07425646969443671,79,5000,0.005,0.5,0.75,50000,400000,5
Baseline,0.3192240373222417,7,5000,0.005,0.5,0.75,50000,100000,10
Baseline,0.12519307765499416,79,5000,0.005,0.5,0.75,100000,100000,5
Baseline,0.3192240373222417,7,5000,0.005,0.5,0.75,50000,200000,10
Baseline,0.3192240373222417,7,5000,0.005,0.5,0.75,50000,400000,10
Baseline,0.12519307765499416,79,5000,0.005,0.5,0.75,100000,200000,5
Baseline,0.12519307765499416,79,5000,0.005,0.5,0.75,100000,400000,5
Baseline,0.6372678892247835,7,5000,0.005,0.5,0.75,100000,100000,10
Baseline,0.22706629357610908,79,5000,0.005,0.5,0.75,200000,100000,5
Baseline,0.6372678892247835,7,5000,0.005,0.5,0.75,100000,200000,10
Baseline,0.6372678892247835,7,5000,0.005,0.5,0.75,100000,400000,10
Baseline,0.22706629357610908,79,5000,0.005,0.5,0.75,200000,200000,5
Baseline,1.273355593029868,7,5000,0.005,0.5,0.75,200000,100000,10
Baseline,0.22706629357610908,79,5000,0.005,0.5,0.75,200000,400000,5
Baseline,1.273355593029868,7,5000,0.005,0.5,0.75,200000,200000,10
Baseline,1.273355593029868,7,5000,0.005,0.5,0.75,200000,400000,10
Baseline,0.0970987710724272,79,5000,0.005,1.0,0.25,50000,100000,5
Baseline,0.0970987710724272,79,5000,0.005,1.0,0.25,50000,200000,5
Baseline,0.0970987710724272,79,5000,0.005,1.0,0.25,50000,400000,5
Baseline,0.31535392365229026,7,5000,0.005,1.0,0.25,50000,100000,10
Baseline,0.14755781867709572,79,5000,0.005,1.0,0.25,100000,100000,5
Baseline,0.31535392365229026,7,5000,0.005,1.0,0.25,50000,200000,10
Baseline,0.14755781867709572,79,5000,0.005,1.0,0.25,100000,200000,5
Baseline,0.31535392365229026,7,5000,0.005,1.0,0.25,50000,400000,10
Baseline,0.6283474764651806,7,5000,0.005,1.0,0.25,100000,100000,10
Baseline,0.14755781867709572,79,5000,0.005,1.0,0.25,100000,400000,5
Baseline,0.24847591388643292,79,5000,0.005,1.0,0.25,200000,100000,5
Baseline,0.6283474764651806,7,5000,0.005,1.0,0.25,100000,200000,10
Baseline,0.24847591388643292,79,5000,0.005,1.0,0.25,200000,200000,5
Baseline,0.6283474764651806,7,5000,0.005,1.0,0.25,100000,400000,10
Baseline,0.24847591388643292,79,5000,0.005,1.0,0.25,200000,400000,5
Baseline,1.2543345820909615,7,5000,0.005,1.0,0.25,200000,100000,10
Baseline,0.09733708713182544,79,5000,0.005,1.0,0.5,50000,100000,5
Baseline,1.2543345820909615,7,5000,0.005,1.0,0.25,200000,200000,10
Baseline,0.09733708713182544,79,5000,0.005,1.0,0.5,50000,200000,5
Baseline,1.2543345820909615,7,5000,0.005,1.0,0.25,200000,400000,10
Baseline,0.31787007850933874,7,5000,0.005,1.0,0.5,50000,100000,10
Baseline,0.09733708713182544,79,5000,0.005,1.0,0.5,50000,400000,5
Baseline,0.1480344507958923,79,5000,0.005,1.0,0.5,100000,100000,5
Baseline,0.31787007850933874,7,5000,0.005,1.0,0.5,50000,200000,10
Baseline,0.1480344507958923,79,5000,0.005,1.0,0.5,100000,200000,5
Baseline,0.31787007850933874,7,5000,0.005,1.0,0.5,50000,400000,10
Baseline,0.1480344507958923,79,5000,0.005,1.0,0.5,100000,400000,5
Baseline,0.6333797861792783,7,5000,0.005,1.0,0.5,100000,100000,10
Baseline,0.249429178124026,79,5000,0.005,1.0,0.5,200000,100000,5
Baseline,0.6333797861792783,7,5000,0.005,1.0,0.5,100000,200000,10
Baseline,0.249429178124026,79,5000,0.005,1.0,0.5,200000,200000,5
Baseline,0.249429178124026,79,5000,0.005,1.0,0.5,200000,400000,5
Baseline,0.6333797861792783,7,5000,0.005,1.0,0.5,100000,400000,10
Baseline,1.2643992015191567,7,5000,0.005,1.0,0.5,200000,100000,10
Baseline,1.2643992015191567,7,5000,0.005,1.0,0.5,200000,200000,10
Baseline,0.09757633142831598,79,5000,0.005,1.0,0.75,50000,100000,5
Baseline,0.09757633142831598,79,5000,0.005,1.0,0.75,50000,200000,5
Baseline,1.2643992015191567,7,5000,0.005,1.0,0.5,200000,400000,10
Baseline,0.09757633142831598,79,5000,0.005,1.0,0.75,50000,400000,5
Baseline,0.3204042227419414,7,5000,0.005,1.0,0.75,50000,100000,10
Baseline,0.14851293938887342,79,5000,0.005,1.0,0.75,100000,100000,5
Baseline,0.3204042227419414,7,5000,0.005,1.0,0.75,50000,200000,10
Baseline,0.3204042227419414,7,5000,0.005,1.0,0.75,50000,400000,10
Baseline,0.14851293938887342,79,5000,0.005,1.0,0.75,100000,200000,5
Baseline,0.6384480746444834,7,5000,0.005,1.0,0.75,100000,100000,10
Baseline,0.14851293938887342,79,5000,0.005,1.0,0.75,100000,400000,5
Baseline,0.2503861553099883,79,5000,0.005,1.0,0.75,200000,100000,5
Baseline,0.6384480746444834,7,5000,0.005,1.0,0.75,100000,200000,10
Baseline,0.6384480746444834,7,5000,0.005,1.0,0.75,100000,400000,10
Baseline,0.2503861553099883,79,5000,0.005,1.0,0.75,200000,200000,5
Baseline,0.07800193388507747,79,5000,0.01,0.25,0.25,50000,100000,5
Baseline,0.2503861553099883,79,5000,0.005,1.0,0.75,200000,400000,5
Baseline,0.5380029808912858,7,5000,0.01,0.25,0.25,50000,100000,10
Baseline,0.07800193388507747,79,5000,0.01,0.25,0.25,50000,200000,5
Baseline,1.274535778449567,7,5000,0.005,1.0,0.75,200000,100000,10
Baseline,0.07800193388507747,79,5000,0.01,0.25,0.25,50000,400000,5
Baseline,1.274535778449567,7,5000,0.005,1.0,0.75,200000,200000,10
Baseline,0.5380029808912858,7,5000,0.01,0.25,0.25,50000,200000,10
Baseline,0.14434393690321537,79,5000,0.01,0.25,0.25,100000,100000,5
Baseline,0.14434393690321537,79,5000,0.01,0.25,0.25,100000,200000,5
Baseline,0.5380029808912858,7,5000,0.01,0.25,0.25,50000,400000,10
Baseline,1.274535778449567,7,5000,0.005,1.0,0.75,200000,400000,10
Baseline,0.14434393690321537,79,5000,0.01,0.25,0.25,100000,400000,5
Baseline,1.0754158690727214,7,5000,0.01,0.25,0.25,100000,100000,10
Baseline,1.0754158690727214,7,5000,0.01,0.25,0.25,100000,200000,10
Baseline,0.27702794293949107,79,5000,0.01,0.25,0.25,200000,100000,5
Baseline,1.0754158690727214,7,5000,0.01,0.25,0.25,100000,400000,10
Baseline,0.27702794293949107,79,5000,0.01,0.25,0.25,200000,200000,5
Baseline,0.27702794293949107,79,5000,0.01,0.25,0.25,200000,400000,5
Baseline,2.150241645435594,7,5000,0.01,0.25,0.25,200000,100000,10
Baseline,2.150241645435594,7,5000,0.01,0.25,0.25,200000,200000,10
Baseline,0.07862856186667275,79,5000,0.01,0.25,0.5,50000,100000,5
Baseline,0.07862856186667275,79,5000,0.01,0.25,0.5,50000,200000,5
Baseline,2.150241645435594,7,5000,0.01,0.25,0.25,200000,400000,10
Baseline,0.5466577491772615,7,5000,0.01,0.25,0.5,50000,100000,10
Baseline,0.07862856186667275,79,5000,0.01,0.25,0.5,50000,400000,5
Baseline,0.5466577491772615,7,5000,0.01,0.25,0.5,50000,200000,10
Baseline,0.14559719286640593,79,5000,0.01,0.25,0.5,100000,100000,5
Baseline,0.14559719286640593,79,5000,0.01,0.25,0.5,100000,200000,5
Baseline,0.5466577491772615,7,5000,0.01,0.25,0.5,50000,400000,10
